QKEY,NEW_Device_Type_W27,LANGUAGE_W27,FORM_W27,CAREREL_W27,INDUSTRY_W27,JOBDUTY_A_W27,JOBDUTY_B_W27,JOBDUTY_C_W27,JOBDUTY_D_W27,JOBDUTY_E_W27,JOBDUTYREF_W27,KNOW1_W27,KNOW2_W27,PREDICTA_W27,PREDICTB_W27,PREDICTC_W27,PREDICTD_W27,CARS1_W27,CARS2_W27,CARS3A_W27,CARS3B_W27,CARS4_W27,CARS5_W27,CARS7A_W27,CARS7B_W27,CARS8_W27,CARS9A_W27,CARS9B_W27,CARS9C_W27,CARS10A_W27,CARS10B_W27,CARS10C_W27,CARS10D_W27,CARS10E_W27,WORK2_W27,WORK3A_W27,WORK3B_W27,WORK3C_W27,WORK3D_W27,WORK3E_W27,WORK3F_W27,WORK4A_W27,WORK4B_W27,WORK4C_W27,ROBJOB1_W27,ROBJOB2_W27,ROBJOB3A_W27,ROBJOB3B_W27,ROBJOB4A_W27,ROBJOB4B_W27,ROBJOB4C_W27,ROBJOB4D_W27,ROBJOB4E_W27,ROBJOB4F_W27,ROBJOB5A_W27,ROBJOB5B_W27,ROBJOB5C_W27,ROBJOB5D_W27,ROBJOB6_W27,ROBJOB7_W27,ROBJOB8A_W27,ROBJOB8B_W27,ROBJOB8C_W27,ROBJOB8D_W27,ROBJOB8E_W27,ROBJOB8F_W27,ROBJOB8G_W27,ROBJOB9_W27,WORK5A_W27,WORK5B_W27,WORK6_W27,WORK7_W27,CAREGIV1_W27,CAREGIV2_W27,CAREGIV3A_W27,CAREGIV3B_W27,CAREGIV4_W27,CAREGIV6A_W27,CAREGIV6B_W27,CAREGIV6C_W27,CAREGIV6D_W27,CAREGIV6E_W27,CAREGIV6F_W27,CAREGIV7_W27,HIRING1_W27,HIRING2_W27,HIRING3A_W27,HIRING3B_W27,HIRING4_W27,HIRING6A_W27,HIRING6B_W27,HIRING6C_W27,HIRING6D_W27,HIRING7A_W27,HIRING7B_W27,VOICE1_W27,VOICE2_1_W27,VOICE2_2_W27,VOICE2_3_W27,VOICE2_4_W27,VOICE2REF_W27,VOICE3_W27,VOICE4_W27,VOICE5A_W27,VOICE5B_W27,VOICE5C_W27,VOICE5D_W27,VOICE6_1_W27,VOICE6_2_W27,VOICE6_3_W27,VOICE6_4_W27,VOICE6_5_W27,VOICE6_6_W27,VOICE6REF_W27,DRONE1_W27,DRONE2_W27,DRONE3_1_W27,DRONE3_2_W27,DRONE3_3_W27,DRONE3_4_W27,DRONE3_5_W27,DRONE3_6_W27,DRONE3_7_W27,DRONE3_8_W27,DRONE3REF_W27,DRONE4A_W27,DRONE4B_W27,DRONE4C_W27,DRONE4D_W27,DRONE4E_W27,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_RECRUITMENT,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_IDEOCONSISTREC_RECRUITMENT,F_INTUSER_FINAL,F_INSURANCE_FINAL,F_INT_FREQ1_FINAL,F_INT_FREQCOMB_FINAL,F_SNSUSER_FINAL,F_BBINT_RF1,pos_m1_cars6,pos_m2_cars6,pos_m3_cars6,CARS6pos1,CARS6pos2,CARS6pos3,CARS6pos4,CARS6pos5,CARS6pos6,CARS6pos7,CARS6posOther,CARS6posREF,neg_m1_cars6,neg_m2_cars6,neg_m3_cars6,CARS6neg1,CARS6neg2,CARS6neg3,CARS6neg4,CARS6neg5,CARS6negOther,CARS6negREF,HIRING5pos_m1,HIRING5pos_m2,HIRING5pos_m3,HIRING5pos1,HIRING5pos2,HIRING5pos3,HIRING5pos4,HIRING5pos5,HIRING5posOTHER,HIRING5posREF,HIRING5neg_m1,HIRING5neg_m2,HIRING5neg1,HIRING5neg2,HIRING5neg3,HIRING5neg4,HIRING5neg5,HIRING5neg6,HIRING5negOTHER,HIRING5negREF,CAREGIV5pos_m1,CAREGIV5pos_m2,CAREGIV5pos_m3,caregiv5pos1,caregiv5pos2,caregiv5pos3,caregiv5pos4,caregiv5pos5,caregiv5pos6,caregiv5pos7,caregiv5pos8,caregiv5pos9,caregiv5pos10,caregiv5pos11,caregiv5posOther,caregiv5posREF,CAREGIV5neg_m1,CAREGIV5neg_m2,caregiv5neg1,caregiv5neg2,caregiv5neg3,caregiv5neg4,caregiv5neg5,caregiv5neg6,caregiv5neg7,caregiv5negOther,caregiv5negREF,WORKCAT_11,WORKCAT_12,WORKCAT_13,WORKCAT_14,WORKCAT_15,WORKCAT_16,WORKCAT_21,WORKCAT_22,WORKCAT_31,WORKCAT_41,WORKCAT_42,WORKCAT_43,WORKCAT_51,WORKCAT_61,WORKCAT_62,WORKCAT_63,WORKCAT_64,WORKCAT_65,WORKCAT_66,WORKCAT_67,WORKCAT_68,WORKCAT_23,WORKCAT_99,WEIGHT_W27
289477.0,1.0,9.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.2158076
289868.0,2.0,9.0,2.0,5.0,,,,,,,,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,6.0,7.0,,6.0,3.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,99.0,,,,,,,,,99.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,0.412965
290087.0,1.0,9.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,7.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.6857155
291033.0,3.0,9.0,1.0,1.0,,,,,,,,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,,2.0,,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,10.0,,6.0,3.0,2.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.158932
291097.0,3.0,9.0,1.0,4.0,,,,,,,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,1.0,,1.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.6131117
291347.0,3.0,9.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,2.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,98.0,,,,,,1.0,,,98.0,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.1416497
291422.0,3.0,9.0,1.0,3.0,,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.1492396
291468.0,3.0,9.0,2.0,3.0,,,,,,,,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,99.0,2.0,,,,,,,,,,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,,99.0,,2.0,2.0,,,,,,,,,,,,,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,1.0,99.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,98.0,,,,,,,,98.0,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.6026436
291504.0,3.0,9.0,2.0,4.0,,,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.1423418
291673.0,3.0,9.0,1.0,3.0,,,,,,,,2.0,99.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,,2.0,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,10.0,,2.0,2.0,,2.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,0.1389143
291696.0,1.0,9.0,2.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,12.0,2.0,6.0,2.0,,2.0,9.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.316629
292722.0,3.0,9.0,2.0,2.0,,,,,,,,2.0,99.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,2.0,3.0,3.0,2.0,1.0,2.0,99.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,0.3120116
292724.0,3.0,9.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,,2.0,,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,2.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.2186171
292740.0,2.0,9.0,2.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,0.786153
292849.0,3.0,9.0,2.0,3.0,,,,,,,,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,,2.0,,2.0,2.0,,,,,,,,,,,,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,12.0,,6.0,4.0,99.0,9.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5355911
292854.0,2.0,9.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,10.0,,6.0,4.0,1.0,1.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,98.0,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,0.1770905
292971.0,2.0,9.0,2.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,,2.0,2.0,,,,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,0.194247
293111.0,1.0,9.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,,2.0,1.0,,,,,,,,,,,,,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.2594641
